version,use_good_ori_only,numerical_preprocess_normalization,numerical_preprocess_num_nearest_neighbor,image_preprocess_image_size,image_preprocess_normalization,image_preprocess_augmentation,image_preprocess_mask_dilation,dfu_classes,attention_type,encoder_filters,encoder_kernel_size,encoder_dropout_prob,encoder_normalization,num_group_norm,num_conv,ds_stride,imag_fcn,imag_dropout_prob,clin_fcn,clin_dropout_prob,mixed_fcn,mixed_dropout_prob,loss_name,class_weight,lr,batch_size,epoch_size
hs_376,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_377,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_378,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_379,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_380,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_381,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_382,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_383,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_384,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,4,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_385,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_386,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_387,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_388,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_389,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_390,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_391,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_392,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_393,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_394,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_395,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_396,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_397,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_398,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_399,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_400,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_401,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_402,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_403,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_404,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_405,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_406,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_407,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_408,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,8,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_409,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_410,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_411,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_412,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_413,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_414,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_415,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_416,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_417,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_418,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_419,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_420,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_421,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_422,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_423,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_424,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_425,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_426,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_427,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_428,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_429,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 2.0]",1e-06,4,30
hs_430,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[64],0.25,"[64, 32]",0.25,[32],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_431,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[128],0.25,"[64, 32]",0.25,[64],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_432,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64, 128]",3,0.25,group,16,1,2,[256],0.25,"[64, 32]",0.25,[128],0.25,weighted_CE,"[1.0, 4.0]",1e-06,4,30
hs_433,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_434,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_435,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_436,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_437,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_438,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_439,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_440,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_441,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_442,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_443,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_444,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_445,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_446,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_447,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_448,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_449,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_450,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_451,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_452,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_453,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_454,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_455,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_456,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,4,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_457,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_458,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_459,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_460,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_461,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_462,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_463,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_464,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_465,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_466,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_467,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_468,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_469,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_470,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_471,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_472,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_473,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_474,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_475,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_476,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_477,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_478,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_479,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_480,True,standard,5,"[700, 700]",standard_global,,0,2,1,"[16, 32, 64]",3,0.5,group,8,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_481,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_482,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_483,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_484,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_485,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_486,True,standard,5,"[700, 700]",min_max_local,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_487,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_488,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_489,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_490,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_491,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_492,True,standard,5,"[700, 700]",min_max_global,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
hs_493,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_494,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[128],0.5,"[64, 32]",0.5,[64],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_495,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[256],0.5,"[64, 32]",0.5,[128],0.5,weighted_CE,"[1.0, 2.0]",0.0001,4,30
hs_496,True,standard,5,"[700, 700]",standard_local,,0,2,1,"[16, 32, 64]",3,0.5,group,16,1,2,[64],0.5,"[64, 32]",0.5,[32],0.5,weighted_CE,"[1.0, 4.0]",0.0001,4,30
